datetime,lat,long,n_satellites,temp_C,rh,CO2_ppm,particles03um,particles05um,particles10um,particles25um,particles50um,particles100um
10/18/2024_20:14:28,40.672775,-73.937317,10,17.7,32.9,476,246,67,3,0,0,0
10/18/2024_20:14:33,40.672729,-73.937012,12,17.8,32.9,489,729,216,43,10,0,0
10/18/2024_20:14:38,40.672699,-73.936768,12,17.8,32.8,487,537,159,23,4,0,0
10/18/2024_20:14:43,40.672684,-73.936554,12,17.7,32.8,482,366,111,9,1,0,0
10/18/2024_20:14:48,40.672653,-73.936432,12,17.7,32.8,483,387,114,10,2,0,0
10/18/2024_20:14:53,40.672638,-73.936371,12,17.8,32.8,486,345,103,6,1,0,0
10/18/2024_20:14:58,40.672607,-73.936310,12,18.0,32.7,491,360,106,3,1,0,0
10/18/2024_20:15:03,40.672607,-73.936310,12,18.3,32.3,491,315,90,4,1,0,0
10/18/2024_20:15:08,40.672653,-73.936249,11,18.4,32.1,491,288,82,3,0,0,0
10/18/2024_20:15:13,40.672653,-73.936066,11,18.3,31.9,489,246,74,3,0,0,0
10/18/2024_20:15:18,40.672638,-73.935852,12,18.3,32.0,489,234,66,2,0,0,0
10/18/2024_20:15:23,40.672638,-73.935638,11,18.1,32.1,489,213,60,1,0,0,0
10/18/2024_20:15:28,40.672653,-73.935455,11,18.1,32.1,474,258,70,1,0,0,0
10/18/2024_20:15:33,40.672653,-73.935272,10,18.0,32.1,475,249,73,1,0,0,0
10/18/2024_20:15:38,40.672638,-73.935028,11,17.9,32.2,453,255,74,2,0,0,0
10/18/2024_20:15:43,40.672653,-73.934845,10,17.9,32.3,445,234,64,6,0,0,0
10/18/2024_20:15:48,40.672653,-73.934631,11,17.8,32.4,448,270,80,7,0,0,0
10/18/2024_20:15:53,40.672623,-73.934357,11,17.8,32.5,449,303,85,7,0,0,0
10/18/2024_20:15:58,40.672607,-73.934113,11,17.6,32.6,468,336,94,6,0,0,0
10/18/2024_20:16:03,40.672577,-73.933899,11,17.5,32.7,457,348,100,2,0,0,0
10/18/2024_20:16:08,40.672562,-73.933716,12,17.3,33.0,471,321,91,4,0,0,0
10/18/2024_20:16:13,40.672546,-73.933655,12,17.4,33.0,472,288,90,7,0,0,0
10/18/2024_20:16:18,40.672516,-73.933563,10,17.4,33.1,490,315,102,14,0,0,0
10/18/2024_20:16:23,40.672546,-73.933350,10,17.5,33.0,492,324,102,11,0,0,0
10/18/2024_20:16:28,40.672546,-73.933136,11,17.6,33.0,489,327,99,9,0,0,0
10/18/2024_20:16:33,40.672531,-73.932922,12,17.6,32.9,490,315,95,6,0,0,0
10/18/2024_20:16:38,40.672516,-73.932678,11,17.5,32.9,492,249,75,3,0,0,0
10/18/2024_20:16:43,40.672485,-73.932434,11,17.5,33.0,487,282,91,3,0,0,0
10/18/2024_20:16:48,40.672470,-73.932129,11,17.4,33.1,481,273,89,3,0,0,0
10/18/2024_20:16:53,40.672455,-73.931885,11,17.4,33.2,483,300,95,3,0,0,0
10/18/2024_20:16:58,40.672424,-73.931641,12,17.3,33.3,482,321,103,3,0,0,0
10/18/2024_20:17:03,40.672409,-73.931366,11,17.3,33.3,467,297,89,1,0,0,0
10/18/2024_20:17:08,40.672409,-73.931183,10,17.2,33.3,467,267,82,5,0,0,0
10/18/2024_20:17:13,40.672409,-73.931030,11,17.1,33.4,468,243,72,4,0,0,0
10/18/2024_20:17:18,40.672394,-73.930939,11,17.0,33.5,466,201,64,7,0,0,0
10/18/2024_20:17:23,40.672394,-73.930908,11,17.0,33.6,461,267,85,5,0,0,0
10/18/2024_20:17:28,40.672379,-73.930939,10,17.0,33.6,459,282,88,8,1,1,0
10/18/2024_20:17:33,40.672409,-73.930939,12,17.0,33.6,460,309,97,9,1,1,0
10/18/2024_20:17:38,40.672394,-73.930908,11,17.0,33.5,462,294,81,7,1,1,0
10/18/2024_20:17:43,40.672409,-73.930939,12,17.1,33.5,461,309,90,7,1,1,0
10/18/2024_20:17:48,40.672409,-73.930908,11,17.1,33.5,459,270,77,6,1,1,0
10/18/2024_20:17:53,40.672394,-73.930878,10,17.1,33.5,460,264,78,4,1,1,0
10/18/2024_20:17:58,40.672379,-73.930725,12,17.1,33.5,463,267,81,4,1,1,0
10/18/2024_20:18:03,40.672379,-73.930542,11,17.1,33.6,462,291,84,5,0,0,0
10/18/2024_20:18:08,40.672333,-73.930206,11,17.1,33.5,453,312,92,4,0,0,0
10/18/2024_20:18:13,40.672302,-73.929932,11,17.2,33.4,451,285,85,7,0,0,0
10/18/2024_20:18:18,40.672302,-73.929657,11,17.2,33.5,450,258,83,5,0,0,0
10/18/2024_20:18:23,40.672287,-73.929413,11,17.3,33.4,449,270,87,6,0,0,0
10/18/2024_20:18:28,40.672256,-73.929199,10,17.2,33.4,451,285,92,7,0,0,0
10/18/2024_20:18:33,40.672256,-73.928955,11,17.2,33.5,462,273,83,5,0,0,0
10/18/2024_20:18:38,40.672302,-73.928741,10,17.2,33.4,459,216,64,4,0,0,0
10/18/2024_20:18:43,40.672302,-73.928467,11,17.2,33.5,457,249,73,3,0,0,0
10/18/2024_20:18:48,40.672333,-73.928253,11,17.2,33.5,457,273,85,5,0,0,0
10/18/2024_20:18:53,40.672302,-73.928040,11,17.2,33.4,457,303,91,5,0,0,0
10/18/2024_20:18:58,40.672272,-73.927795,11,17.2,33.4,456,303,91,3,0,0,0
10/18/2024_20:19:03,40.672226,-73.927460,11,17.2,33.5,456,297,89,3,0,0,0
10/18/2024_20:19:08,40.672180,-73.927185,11,17.2,33.6,447,309,90,4,1,0,0
10/18/2024_20:19:13,40.672165,-73.926849,10,17.2,33.5,419,294,80,3,1,0,0
10/18/2024_20:19:18,40.672150,-73.926544,10,17.2,33.5,421,273,76,3,1,0,0
10/18/2024_20:19:23,40.672119,-73.926239,10,17.2,33.6,427,249,70,0,0,0,0
10/18/2024_20:19:28,40.672104,-73.925934,10,17.2,33.6,431,246,79,4,1,1,0
10/18/2024_20:19:33,40.672073,-73.925690,10,17.3,33.6,446,267,85,7,1,1,0
10/18/2024_20:19:38,40.672089,-73.925446,10,17.4,33.5,440,315,96,8,1,1,0
10/18/2024_20:19:43,40.672058,-73.925354,10,17.4,33.5,445,264,77,7,1,1,0
10/18/2024_20:19:48,40.672058,-73.925232,10,17.4,33.5,446,333,95,10,1,0,0
10/18/2024_20:19:53,40.672089,-73.925049,10,17.4,33.5,448,348,106,7,1,0,0
10/18/2024_20:19:58,40.672058,-73.924744,10,17.4,33.5,449,396,120,6,1,0,0
10/18/2024_20:20:03,40.672073,-73.924469,10,17.3,33.5,448,357,113,1,0,0,0
10/18/2024_20:20:08,40.672089,-73.924164,10,17.3,33.5,453,279,89,4,0,0,0
10/18/2024_20:20:13,40.672104,-73.923889,10,17.2,33.6,449,216,69,5,1,0,0
10/18/2024_20:20:18,40.672089,-73.923584,10,17.2,33.6,444,183,51,5,1,0,0
10/18/2024_20:20:23,40.672043,-73.923248,10,17.2,33.6,450,204,55,5,1,0,0
10/18/2024_20:20:28,40.672043,-73.922974,10,17.2,33.6,450,336,88,4,1,0,0
10/18/2024_20:20:33,40.671997,-73.922668,10,17.2,33.7,450,330,91,4,1,0,0
10/18/2024_20:20:38,40.671936,-73.922485,10,17.0,33.8,453,339,98,4,1,0,0
10/18/2024_20:20:43,40.671921,-73.922424,10,17.0,33.9,441,222,68,5,1,0,0
10/18/2024_20:20:48,40.671906,-73.922363,10,17.0,34.0,443,237,73,1,0,0,0
10/18/2024_20:20:53,40.671906,-73.922302,10,17.1,34.0,471,237,69,2,0,0,0
10/18/2024_20:20:58,40.671936,-73.922089,10,17.1,34.0,471,267,77,3,0,0,0
10/18/2024_20:21:03,40.671936,-73.921814,10,17.1,33.9,470,282,81,6,0,0,0
10/18/2024_20:21:08,40.671906,-73.921539,10,17.2,33.8,469,303,86,6,0,0,0
10/18/2024_20:21:13,40.671890,-73.921234,10,17.2,33.7,469,303,86,9,0,0,0
10/18/2024_20:21:18,40.671860,-73.920929,10,17.2,33.7,413,309,86,5,0,0,0
10/18/2024_20:21:23,40.671844,-73.920624,10,17.2,33.7,411,348,103,5,0,0,0
10/18/2024_20:21:28,40.671799,-73.920288,10,17.1,33.6,412,336,98,1,0,0,0
10/18/2024_20:21:33,40.671783,-73.919952,10,17.0,33.8,426,465,135,3,0,0,0
10/18/2024_20:21:38,40.671753,-73.919617,10,17.0,33.9,439,429,119,3,0,0,0
10/18/2024_20:21:43,40.671799,-73.919342,10,17.1,33.8,439,390,110,3,0,0,0
10/18/2024_20:21:48,40.671783,-73.919037,10,17.1,33.7,436,357,101,3,1,0,0
10/18/2024_20:21:53,40.671738,-73.918701,10,17.1,33.7,432,222,67,2,1,0,0
10/18/2024_20:21:58,40.671738,-73.918396,10,17.1,33.8,433,261,78,2,1,0,0
10/18/2024_20:22:03,40.671707,-73.918060,10,17.1,33.7,434,300,94,2,1,0,0
10/18/2024_20:22:08,40.671692,-73.917725,10,17.5,33.5,437,252,80,1,0,0,0
10/18/2024_20:22:13,40.671707,-73.917450,10,17.6,33.3,430,285,92,8,0,0,0
10/18/2024_20:22:18,40.671722,-73.917175,10,17.6,33.2,425,315,99,11,0,0,0
10/18/2024_20:22:23,40.671692,-73.917053,10,17.5,33.3,426,333,105,11,0,0,0
10/18/2024_20:22:28,40.671692,-73.917084,10,17.5,33.3,431,348,111,6,0,0,0
10/18/2024_20:22:33,40.671692,-73.917053,10,17.6,33.4,432,351,111,7,0,0,0
10/18/2024_20:22:38,40.671677,-73.916962,10,17.7,33.4,434,330,104,10,0,0,0
10/18/2024_20:22:43,40.671707,-73.916748,10,17.6,33.4,433,333,104,10,0,0,0
10/18/2024_20:22:48,40.671646,-73.916473,10,17.6,33.4,437,291,92,14,0,0,0
10/18/2024_20:22:53,40.671631,-73.916168,10,17.5,33.3,436,231,72,4,0,0,0
10/18/2024_20:22:58,40.671585,-73.915955,10,17.5,33.4,453,291,90,4,0,0,0
10/18/2024_20:23:03,40.671539,-73.915710,10,17.5,33.4,452,348,110,5,0,0,0
10/18/2024_20:23:08,40.671524,-73.915558,10,17.4,33.4,452,342,109,4,0,0,0
10/18/2024_20:23:13,40.671509,-73.915527,10,17.4,33.4,452,315,100,4,0,0,0
10/18/2024_20:23:18,40.671509,-73.915497,10,17.4,33.4,450,243,77,8,0,0,0
10/18/2024_20:23:23,40.671509,-73.915497,10,17.6,33.3,453,222,71,8,0,0,0
10/18/2024_20:23:28,40.671509,-73.915497,10,18.1,32.9,459,201,66,5,0,0,0
10/18/2024_20:23:33,40.671524,-73.915497,10,18.5,32.6,459,252,79,2,0,0,0
10/18/2024_20:23:38,40.671524,-73.915344,10,18.7,32.4,459,351,109,5,0,0,0
10/18/2024_20:23:43,40.671478,-73.915100,10,19.2,32.0,457,363,107,6,0,0,0
10/18/2024_20:23:48,40.671432,-73.914795,10,19.2,31.9,457,390,116,9,0,0,0
10/18/2024_20:23:53,40.671387,-73.914520,10,19.1,31.9,456,453,135,11,0,0,0
10/18/2024_20:23:58,40.671387,-73.914307,10,19.0,32.0,458,444,133,8,0,0,0
10/18/2024_20:24:03,40.671371,-73.914154,10,18.9,32.1,467,417,129,7,0,0,0
10/18/2024_20:24:08,40.671494,-73.914063,10,18.7,32.2,466,324,98,5,0,0,0
10/18/2024_20:24:13,40.671463,-73.913910,10,18.6,32.2,469,279,80,5,0,0,0
10/18/2024_20:24:18,40.671432,-73.913635,10,18.5,32.3,469,276,78,8,0,0,0
10/18/2024_20:24:23,40.671402,-73.913391,10,18.4,32.4,474,309,93,7,0,0,0
10/18/2024_20:24:28,40.671371,-73.913239,9,18.4,32.5,491,264,82,4,0,0,0
10/18/2024_20:24:33,40.671387,-73.913239,10,18.5,32.5,494,288,86,2,0,0,0
10/18/2024_20:24:38,40.671371,-73.913239,10,18.8,32.4,493,282,84,1,0,0,0
